"Kod";"Nazwa";"Okresy";"Typy aktywności i wskaźniki";"Lokalizacje";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2022";56,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2023";57,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2024";57,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2015";52,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2016";53,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2017";54,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2018";55,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2019";55,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2020";55,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2021";56,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2022";59,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2023";59,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2024";57,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2015";52,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2016";54,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2017";53,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2018";53,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2019";52,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2020";53,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2021";50,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2022";49,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2023";53,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2024";56,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2015";47,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2016";50,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2017";50,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2018";52,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2019";53,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2020";52,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2021";52,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2022";54,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2023";55,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2024";55,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2015";48,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2016";50,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2017";51,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2018";53,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2019";54,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2020";53,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2021";54,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2022";57,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2023";57,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2024";56,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2015";46,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2016";49,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2017";50,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2018";50,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2019";50,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2020";51,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2021";49,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2022";46,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2023";52,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2024";54,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2015";9,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2016";6,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2017";5,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2018";3,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2019";3,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2020";3,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2021";3,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2022";3,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2023";2,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2024";3,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2015";8,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2016";6,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2017";5,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2018";3,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2019";1,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2020";3,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2021";3,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2022";3,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2023";2,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2024";2,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2015";10,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2016";8,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2017";6,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2018";4,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2019";5,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2020";4,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2021";0,0;"%";"x";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2022";4,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2023";0,0;"%";"x";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2024";0,0;"%";"x";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2015";1200;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2016";1351;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2017";1344;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2018";1334;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2019";1355;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2020";1352;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2021";1343;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2022";1334;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2023";1330;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2024";1326;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2015";829;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2016";927;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2017";921;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2018";915;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2019";941;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2020";940;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2021";929;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2022";920;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2023";916;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2024";911;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2015";371;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2016";424;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2017";422;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2018";419;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2019";413;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2020";412;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2021";414;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2022";414;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2023";414;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2024";415;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2019";743;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2020";735;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2021";737;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2022";752;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2023";766;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2024";744;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2015";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2016";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2017";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2018";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2019";521;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2020";509;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2021";520;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2022";542;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2023";544;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2024";525;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2015";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2016";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2017";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2018";;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2019";222;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2020";226;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2021";217;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2022";210;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2023";223;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2024";220;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2015";580;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2016";674;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2017";689;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2018";706;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2019";720;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2020";715;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2021";711;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2022";740;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2023";749;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2024";724;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2015";403;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2016";467;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2017";483;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2018";498;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2019";509;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2020";496;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2021";504;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2022";535;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2023";534;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2024";512;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2015";177;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2016";207;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2017";206;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2018";208;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2019";211;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2020";219;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2021";207;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2022";205;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2023";215;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2024";212;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2015";39;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2016";57;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2017";37;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2018";28;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2019";23;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2020";21;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2021";26;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2022";12;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2023";17;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2024";20;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2015";27;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2016";35;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2017";28;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2018";17;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2019";12;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2020";14;"tys. osób";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2021";16;"tys. osób";"";
