"Kod";"Nazwa";"Okresy";"Wykształcenie";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";63,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";65,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";49,5;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";51,1;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";47,5;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";50,6;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";50,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";53,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";53,1;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";59,4;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";64,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";51,8;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";59,7;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";62,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";62,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";59,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";58,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";58,6;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";61,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";60,7;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";59,4;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";56,7;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";18,5;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";15,7;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";16,4;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";17,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";16,3;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";15,6;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";14,1;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";16,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";18,7;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";15,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2015";52,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2016";54,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2017";53,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2018";54,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2019";55,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2020";54,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2021";54,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2022";56,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2023";57,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2024";57,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2015";75,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2016";79,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2017";78,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2018";78,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2019";78,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2020";77,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2021";80,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2022";77,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2023";78,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2024";80,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";58,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";59,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";60,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";61,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";61,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";59,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";59,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";61,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";67,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";63,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";46,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";52,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";55,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";52,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";52,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";51,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";52,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";51,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";54,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";52,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";58,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";57,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";54,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";55,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";56,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";53,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";50,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";56,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";53,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";50,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";22,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";22,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";21,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";18,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";18,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";19,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";18,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";18,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";16,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";15,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2015";51,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2016";54,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2017";54,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2018";55,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2019";54,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2020";54,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2021";54,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2022";56,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2023";57,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2024";56,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2015";79,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2016";79,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2017";78,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2018";79,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2019";79,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2020";76,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2021";79,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2022";79,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2023";79,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2024";80,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";59,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";60,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";63,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";61,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";61,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";60,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";58,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";60,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";59,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";58,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";45,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";48,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";49,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";51,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";50,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";51,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";56,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";55,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";58,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";49,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";55,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";59,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";55,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";57,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";55,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";51,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";51,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";53,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";57,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";50,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";19,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";21,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";21,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";18,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";19,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";21,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";21,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";21,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";17,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";18,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2015";52,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2016";52,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2017";53,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2018";54,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2019";54,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2020";55,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2021";56,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2022";57,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2023";56,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2024";56,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2015";78,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2016";77,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2017";77,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2018";79,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2019";80,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2020";81,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2021";82,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2022";81,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2023";82,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2024";81,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";58,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";59,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";61,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";59,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";61,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";61,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";59,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";60,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";56,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";54,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";49,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";45,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";46,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";51,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";49,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";53,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";54,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";54,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";54,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";55,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";54,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";56,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";54,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";57,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";53,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";54,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";54,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";54,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";53,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";50,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";21,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";17,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";19,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";21,4;"%";"";
